Timestamp,N,P,K,pH,Temperature,Moisture (%),Rainfall (mm)
1/1/2024 0:00,190,210,230,6.794953848,19.62235668,45.71257636,12.9033995
1/1/2024 0:15,190.0060546,209.94102,230.0888118,6.787179171,19.61977695,45.95061938,20.61245466
1/1/2024 0:30,189.9003125,209.8794038,230.0826703,6.792311685,21.94300906,45.49708439,23.21040591
1/1/2024 0:45,189.9073797,209.8489162,230.0626124,6.756134459,19.74349155,45.93630999,16.55234866
1/1/2024 1:00,189.9744052,209.7886809,230.0162942,6.726788883,20.1878788,45.54994851,27.51689812
1/1/2024 1:15,189.9002208,209.7363514,229.9287831,6.741743255,18.99665018,45.98637974,28.13433709
1/1/2024 1:30,189.9231904,209.712657,229.884576,6.723129522,19.10682571,45.7351135,13.31770032
1/1/2024 1:45,189.9507801,209.5988054,229.916581,6.726218989,19.63224335,45.72302362,45.09096495
1/1/2024 2:00,189.8563133,209.6480691,229.8186865,6.733218212,20.21588104,46.38603321,45.11406915
1/1/2024 2:15,189.8925076,209.5320481,229.7145342,6.714933646,20.70897389,46.24929794,30.80171331
1/1/2024 2:30,189.9174142,209.4950983,229.7712691,6.731482623,20.93740004,46.47294466,35.18836716
1/1/2024 2:45,189.9422143,209.5074923,229.7053351,6.724528325,21.4392477,46.08511681,46.36335262
1/1/2024 3:00,189.9097643,209.3897829,229.6282065,6.713787001,20.25414096,46.63422911,16.42647069
1/1/2024 3:15,189.7580845,209.3504887,229.5226971,6.696324063,22.80424015,46.26813226,19.89070872
1/1/2024 3:30,189.7385873,209.3554471,229.5319889,6.693920857,21.25123236,47.02929127,15.48677778
1/1/2024 3:45,189.6485237,209.4336475,229.5107815,6.683341886,20.64173876,47.46632496,14.50687843
1/1/2024 4:00,189.5949682,209.354039,229.542674,6.646864712,21.63611125,47.76319979,39.37005875
1/1/2024 4:15,189.5020311,209.3306442,229.4930302,6.629068041,21.16687558,48.00259067,28.14084641
1/1/2024 4:30,189.5643126,209.2950611,229.442894,6.645394191,21.22911092,47.70492279,25.14827055
1/1/2024 4:45,189.4908369,209.2187159,229.3720112,6.64454398,22.7804188,47.35468264,46.99967549
1/1/2024 5:00,189.5207131,209.1354637,229.3280384,6.632914435,24.02521565,47.62972548,26.88161809
1/1/2024 5:15,189.4846725,209.0893767,229.3177866,6.653899408,24.47015543,47.31392432,34.32322925
1/1/2024 5:30,189.511289,209.1307111,229.2756839,6.629341986,23.56858743,47.10563258,27.68718628
1/1/2024 5:45,189.408194,209.1101351,229.2462961,6.660523494,22.96828558,46.82315023,22.7631843
1/1/2024 6:00,189.3561629,209.0156653,229.2473948,6.68335011,24.56649509,46.66108863,48.49224457
1/1/2024 6:15,189.348739,208.9873544,229.254183,6.708116085,23.66601659,47.00307883,25.20997933
1/1/2024 6:30,189.2627161,208.8772294,229.2007424,6.695933005,25.94347671,46.54783069,36.21117694
1/1/2024 6:45,189.2361056,208.8815536,229.191929,6.686429531,25.40848191,46.32081282,45.29329852
1/1/2024 7:00,189.2033559,208.884164,229.1877671,6.715137074,25.9515022,46.63785143,32.64667962
1/1/2024 7:15,189.0807437,208.857814,229.0526903,6.698639689,26.98319162,46.92874919,35.85132843
1/1/2024 7:30,189.0502967,208.7406686,229.0346262,6.742462225,25.79542084,47.4542769,22.28150815
1/1/2024 7:45,189.1263053,208.7856878,228.9601207,6.790737112,24.84832747,47.66064758,21.54645892
1/1/2024 8:00,189.1171319,208.7077802,228.912979,6.799969319,28.66680216,47.43996074,20.25871852
